name,price,availability,source_url,category,id,currency,image_url,scraped_at,rating
Mario Power Tennis,85.99,In Stock,https://sandbox.oxylabs.io/products?page=27,,863,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:34,
Gears Tactics,77.99,Out of Stock,https://sandbox.oxylabs.io/products?page=27,,864,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:34,
The Legend of Heroes: Trails of Cold Steel II,83.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,865,EUR,/assets/role-playing.svg,2025-12-17 11:41:35,
Dark Deity,65.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,866,EUR,/assets/role-playing.svg,2025-12-17 11:41:35,
Disgaea 5: Alliance of Vengeance,82.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,867,EUR,/assets/fantasy.svg,2025-12-17 11:41:35,
Age of Conan: Hyborian Adventures,73.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,868,EUR,/assets/role-playing.svg,2025-12-17 11:41:35,
Company of Heroes 2: The Western Front Armies,69.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,869,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Sid Meier's Civilization V: Gods & Kings,77.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,870,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Dragon Quest IV: Chapters of the Chosen,81.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,871,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
The Elder Scrolls: Legends,55.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,872,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Age of Empires III: The WarChiefs,78.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,873,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Ace Combat 6: Fires of Liberation,80.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,874,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Crash Team Racing: Nitro-Fueled,64.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,875,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Youropa,78.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,876,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Endless Space 2,79.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,877,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Pokemon Black Version 2,79.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,878,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Soul Reaver 2,85.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,879,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Rocket Riot,76.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,880,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Detroit: Become Human,78.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,881,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Leap of Fate,71.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,882,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Syberia II,84.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,883,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Shenmue II,89.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,884,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Ecks vs. Sever,80.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,885,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Conquest: Frontier Wars,81.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,886,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",83.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,887,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Jet Force Gemini,87.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,888,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Star Ocean: The Second Story,85.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,889,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Tyranny,78.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,890,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Gitaroo Man Lives!,84.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,891,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Skul: The Hero Slayer,65.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,892,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Football Manager 2017,54.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,893,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Super Time Force,65.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,894,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
SpellForce 3: Soul Harvest,83.99,In Stock,https://sandbox.oxylabs.io/products?page=28,,895,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Westerado: Double Barreled,77.99,Out of Stock,https://sandbox.oxylabs.io/products?page=28,,896,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Age of Empires: The Age of Kings,80.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,897,EUR,/assets/strategy.svg,2025-12-17 11:41:35,
Vitamin Connection,80.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,898,EUR,/assets/action.svg,2025-12-17 11:41:35,
Five Nights at Freddy's VR: Help Wanted,78.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,899,EUR,/assets/action-adventure.svg,2025-12-17 11:41:35,
Volume,73.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,900,EUR,/assets/action.svg,2025-12-17 11:41:35,
Mighty Switch Force! Hyper Drive Edition,77.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,901,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
"Snipperclips - Cut it out, together!",82.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,902,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
WWE SmackDown vs. Raw 2010,82.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,903,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Sam & Max Episode 202: Moai Better Blues,70.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,904,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Final Fantasy Tactics A2: Grimoire of the Rift,88.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,905,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Pinball FX3: Bethesda Pinball,80.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,906,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Age of Wonders III - Eternal Lords,84.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,907,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Game of Thrones: Episode Three - The Sword in the Darkness,78.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,908,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Hot Shots Golf Fore!,84.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,909,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Osmos,76.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,910,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Assassin's Creed: The Rebel Collection,82.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,911,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Disney Infinity 3.0 Edition,60.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,912,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Dungeon Siege II,78.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,913,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Street Fighter Alpha 3 MAX,82.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,914,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Sam & Max Episode 104: Abe Lincoln Must Die!,74.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,915,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Transpose,80.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,916,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
BlazBlue: Chrono Phantasma Extend,76.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,917,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
EyeToy: Play,74.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,918,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
The Sims: Makin' Magic,78.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,919,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
The Mark of Kri,76.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,920,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Broken Sword: The Shadow of the Templars,85.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,921,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Bomberman Online,78.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,922,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Project Justice,87.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,923,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Uncharted: Golden Abyss,75.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,924,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Shin Megami Tensei: Strange Journey Redux,45.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,925,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Monster Prom 2: Monster Camp,73.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,926,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Tom Clancy's Splinter Cell: Double Agent,59.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,927,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Blood & Truth,79.99,In Stock,https://sandbox.oxylabs.io/products?page=29,,928,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Medal of Honor: Pacific Assault,71.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,929,EUR,/assets/action.svg,2025-12-17 11:41:35,
N++,86.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,930,EUR,/assets/action.svg,2025-12-17 11:41:35,
"Guns, Gore & Cannoli 2",76.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,931,EUR,/assets/action.svg,2025-12-17 11:41:35,
BoxBoxBoy!,79.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,932,EUR,/assets/puzzle.svg,2025-12-17 11:41:35,
LEGO The Lord of the Rings,83.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,933,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Etrian Odyssey Untold: The Millennium Girl,82.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,934,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Wii Sports Resort,82.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,935,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Grandia II Anniversary Edition,79.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,936,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Outlast,83.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,937,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Hearts of Iron II: Doomsday,84.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,938,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Dishonored: The Brigmore Witches,87.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,939,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Disgaea 4: A Promise Unforgotten,87.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,940,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:35,
Injustice: Gods Among Us - Ultimate Edition,72.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,941,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Mutant Mudds,68.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,942,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
"Codename: Panzers, Phase Two",76.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,943,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Tokyo Mirage Sessions #FE,79.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,944,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Duke Nukem 3D,81.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,945,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Mega Man Anniversary Collection,87.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,946,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Baten Kaitos: Eternal Wings and the Lost Ocean,82.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,947,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
The Banner Saga 1,79.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,948,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Gunman Clive 2,77.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,949,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Darwinia+,63.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,950,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Neon Abyss,74.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,951,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
AI War: Fleet Command,79.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,952,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Final Fantasy Crystal Chronicles,89.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,953,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
The King of Fighters EX2: Howling Blood,81.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,954,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Capcom vs. SNK,86.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,955,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Starcraft 64,78.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,956,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Final Fantasy Anthology,86.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,957,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Pokemon Sword / Shield Dual Pack,43.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,958,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
New Super Mario Bros. U Deluxe,71.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,959,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
The Elder Scrolls III: Tribunal,80.99,In Stock,https://sandbox.oxylabs.io/products?page=30,,960,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:36,
Xenoblade Chronicles 2: Torna ~ The Golden Country,86.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,961,EUR,/assets/role-playing.svg,2025-12-17 11:41:38,
Ghost Giant,71.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,962,EUR,/assets/adventure.svg,2025-12-17 11:41:38,
Pure,70.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,963,EUR,/assets/driving.svg,2025-12-17 11:41:38,
God of War: Ascension,76.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,964,EUR,/assets/action-adventure.svg,2025-12-17 11:41:38,
Life is Strange: Before the Storm - Farewell,77.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,965,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Boomerang X,63.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,966,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Buzz! Quiz TV,72.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,967,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
OkunoKA,82.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,968,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Goodbye Deponia,79.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,969,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Borderlands: The Handsome Collection,80.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,970,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Sid Meier's Civilization VI: Gathering Storm,67.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,971,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
PixelJunk Eden,78.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,972,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Sly Cooper Collection,79.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,973,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
SWAT 4: The Stetchkov Syndicate,80.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,974,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Dropsy,75.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,975,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Company of Heroes 2: The British Forces,63.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,976,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
WWE SmackDown! vs. Raw,86.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,977,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
Ground Control II: Operation Exodus,78.99,In Stock,https://sandbox.oxylabs.io/products?page=31,,978,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:38,
